,Gene,HotSpotNearestGene
2693,AT1G10050,Bcin09g06590
2694,AT1G10050,Bcin09g06590
2695,AT1G10050,Bcin09g06590
2696,AT1G26880,Bcin09g06590
2697,AT1G26880,Bcin09g06590
2698,AT1G26880,Bcin09g06590
2699,AT1G26880,Bcin09g06590
2700,AT1G31870,Bcin09g06590
2701,AT1G31870,Bcin09g06590
2702,AT1G31870,Bcin09g06590
2703,AT1G31870,Bcin09g06590
2704,AT1G53570,Bcin09g06590
2705,AT1G53570,Bcin09g06590
2706,AT1G53570,Bcin09g06590
2707,AT1G53570,Bcin09g06590
2708,AT1G60850,Bcin09g06590
2709,AT1G60850,Bcin09g06590
2710,AT1G60850,Bcin09g06590
2711,AT1G60850,Bcin09g06590
2712,AT1G68990,Bcin09g06590
2713,AT1G68990,Bcin09g06590
2714,AT1G68990,Bcin09g06590
2715,AT1G68990,Bcin09g06590
2716,AT1G78870,Bcin09g06590
2717,AT1G78870,Bcin09g06590
2718,AT1G78870,Bcin09g06590
2719,AT1G78870,Bcin09g06590
2720,AT1G79920,Bcin09g06590
2721,AT1G79920,Bcin09g06590
2722,AT1G79920,Bcin09g06590
2723,AT1G79920,Bcin09g06590
2724,AT4G16210,Bcin09g06590
2725,AT4G21670,Bcin09g06590
2726,AT2G14120,Bcin09g06590
2727,AT2G14120,Bcin09g06590
2728,AT2G14120,Bcin09g06590
2729,AT2G14120,Bcin09g06590
2730,AT2G18750,Bcin09g06590
2731,AT2G18750,Bcin09g06590
2732,AT2G18750,Bcin09g06590
2733,AT2G18750,Bcin09g06590
2734,AT4G27500,Bcin09g06590
2735,AT4G27500,Bcin09g06590
2736,AT2G27020,Bcin09g06590
2737,AT2G27020,Bcin09g06590
2738,AT2G27020,Bcin09g06590
2739,AT2G27020,Bcin09g06590
2740,AT2G30440,Bcin09g06590
2741,AT2G30440,Bcin09g06590
2742,AT2G30440,Bcin09g06590
2743,AT2G30440,Bcin09g06590
2744,AT2G35510,Bcin09g06590
2745,AT2G35510,Bcin09g06590
2746,AT2G35510,Bcin09g06590
2747,AT2G35510,Bcin09g06590
2748,AT2G46520,Bcin09g06590
2749,AT2G46520,Bcin09g06590
2750,AT2G46520,Bcin09g06590
2751,AT2G46520,Bcin09g06590
2752,AT5G07740,Bcin09g06590
2753,AT5G07740,Bcin09g06590
2754,AT3G07680,Bcin09g06590
2755,AT3G07680,Bcin09g06590
2756,AT3G07680,Bcin09g06590
2757,AT3G07680,Bcin09g06590
2758,AT3G11880,Bcin09g06590
2759,AT3G11880,Bcin09g06590
2760,AT3G11880,Bcin09g06590
2761,AT3G11880,Bcin09g06590
2762,AT3G12570,Bcin09g06590
2763,AT3G12570,Bcin09g06590
2764,AT3G12570,Bcin09g06590
2765,AT3G12570,Bcin09g06590
2766,AT3G13940,Bcin09g06590
2767,AT3G13940,Bcin09g06590
2768,AT3G13940,Bcin09g06590
2769,AT3G13940,Bcin09g06590
2770,AT3G17900,Bcin09g06590
2771,AT3G17900,Bcin09g06590
2772,AT3G17900,Bcin09g06590
2773,AT3G17900,Bcin09g06590
2774,AT3G21480,Bcin09g06590
2775,AT3G21480,Bcin09g06590
2776,AT3G21480,Bcin09g06590
2777,AT3G21480,Bcin09g06590
2778,AT3G26080,Bcin09g06590
2779,AT3G26080,Bcin09g06590
2780,AT3G26080,Bcin09g06590
2781,AT3G26080,Bcin09g06590
2782,AT3G45640,Bcin09g06590
2783,AT3G45640,Bcin09g06590
2784,AT3G45640,Bcin09g06590
2785,AT3G45640,Bcin09g06590
2786,AT3G45740,Bcin09g06590
2787,AT3G45740,Bcin09g06590
2788,AT3G45740,Bcin09g06590
2789,AT3G45740,Bcin09g06590
2790,AT3G46060,Bcin09g06590
2791,AT3G46060,Bcin09g06590
2792,AT3G46060,Bcin09g06590
2793,AT3G46060,Bcin09g06590
2794,AT3G47670,Bcin09g06590
2795,AT3G47670,Bcin09g06590
2796,AT3G47670,Bcin09g06590
2797,AT3G47670,Bcin09g06590
2798,AT3G48760,Bcin09g06590
2799,AT3G48760,Bcin09g06590
2800,AT3G48760,Bcin09g06590
2801,AT3G48760,Bcin09g06590
2802,AT3G55050,Bcin09g06590
2803,AT3G55050,Bcin09g06590
2804,AT3G55050,Bcin09g06590
2805,AT3G55050,Bcin09g06590
2806,AT3G57530,Bcin09g06590
2807,AT3G57530,Bcin09g06590
2808,AT3G57530,Bcin09g06590
2809,AT3G57530,Bcin09g06590
2810,AT3G60800,Bcin09g06590
2811,AT3G60800,Bcin09g06590
2812,AT3G60800,Bcin09g06590
2813,AT3G60800,Bcin09g06590
2814,AT3G62310,Bcin09g06590
2815,AT3G62310,Bcin09g06590
2816,AT3G62310,Bcin09g06590
2817,AT3G62310,Bcin09g06590
2818,AT3G62570,Bcin09g06590
2819,AT3G62570,Bcin09g06590
2820,AT3G62570,Bcin09g06590
2821,AT3G62570,Bcin09g06590
2822,AT4G03260,Bcin09g06590
2823,AT4G03260,Bcin09g06590
2824,AT4G03260,Bcin09g06590
2825,AT4G03260,Bcin09g06590
2826,AT4G08460,Bcin09g06590
2827,AT4G08460,Bcin09g06590
2828,AT4G08460,Bcin09g06590
2829,AT4G08460,Bcin09g06590
2830,AT4G13350,Bcin09g06590
2831,AT4G13350,Bcin09g06590
2832,AT4G13350,Bcin09g06590
2833,AT4G13350,Bcin09g06590
2834,AT4G13370,Bcin09g06590
2835,AT4G13370,Bcin09g06590
2836,AT4G13370,Bcin09g06590
2837,AT4G13370,Bcin09g06590
2838,AT4G15260,Bcin09g06590
2839,AT4G15260,Bcin09g06590
2840,AT4G15260,Bcin09g06590
2841,AT4G15260,Bcin09g06590
2842,AT4G16210,Bcin09g06590
2843,AT4G16210,Bcin09g06590
2844,AT4G16210,Bcin09g06590
2845,AT5G13850,Bcin09g06590
2846,AT5G13850,Bcin09g06590
2847,AT4G21670,Bcin09g06590
2848,AT4G21670,Bcin09g06590
2849,AT4G21670,Bcin09g06590
2850,AT5G14780,Bcin09g06590
2851,AT5G14780,Bcin09g06590
2852,AT5G16280,Bcin09g06590
2853,AT5G16280,Bcin09g06590
2854,AT4G27500,Bcin09g06590
2855,AT5G16280,Bcin09g06590
2856,AT5G44290,Bcin09g06590
2857,AT4G27500,Bcin09g06590
2858,AT4G31750,Bcin09g06590
2859,AT4G31750,Bcin09g06590
2860,AT4G31750,Bcin09g06590
2861,AT4G31750,Bcin09g06590
2862,AT5G02270,Bcin09g06590
2863,AT5G02270,Bcin09g06590
2864,AT5G02270,Bcin09g06590
2865,AT5G02270,Bcin09g06590
2866,AT5G04410,Bcin09g06590
2867,AT5G04410,Bcin09g06590
2868,AT5G04410,Bcin09g06590
2869,AT5G04410,Bcin09g06590
2870,AT5G58430,Bcin09g06590
2871,AT5G58430,Bcin09g06590
2872,AT5G07740,Bcin09g06590
2873,AT5G44290,Bcin09g06590
2874,AT5G13850,Bcin09g06590
2875,AT5G07740,Bcin09g06590
2876,AT5G10600,Bcin09g06590
2877,AT5G10600,Bcin09g06590
2878,AT5G10600,Bcin09g06590
2879,AT5G10600,Bcin09g06590
2880,AT5G11900,Bcin09g06590
2881,AT5G11900,Bcin09g06590
2882,AT5G11900,Bcin09g06590
2883,AT5G11900,Bcin09g06590
2884,AT5G13850,Bcin09g06590
2885,AT5G44290,Bcin09g06590
2886,AT5G49930,Bcin09g06590
2887,AT5G49930,Bcin09g06590
2888,AT5G14780,Bcin09g06590
2889,AT5G14780,Bcin09g06590
2890,AT5G16280,Bcin09g06590
2891,AT5G57990,Bcin09g06590
2892,AT5G57990,Bcin09g06590
2893,AT5G57990,Bcin09g06590
2894,AT5G49930,Bcin09g06590
2895,AT5G58430,Bcin09g06590
2896,AT5G58430,Bcin09g06590
2897,AT5G44290,Bcin09g06590
2898,AT5G57990,Bcin09g06590
2899,AT5G49930,Bcin09g06590
